scenario; id; x; y; arrival; demand
1; 1; 549; 542; 149; 729
1; 2; 310; 879; 133; 306
1; 3; 40; 723; 50; 1231
1; 4; 229; 318; 96; 251
1; 5; 230; 621; 26; 406
1; 6; 244; 958; 96; 435
1; 7; 64; 560; 98; 935
1; 8; 940; 503; 51; 1239
1; 9; 205; 80; 118; 568
1; 10; 649; 413; 20; 525
1; 11; 12; 783; 88; 1421
1; 12; 8; 550; 24; 243
1; 13; 257; 511; 90; 1356
1; 14; 410; 593; 3; 119
1; 15; 960; 742; 53; 953
1; 16; 307; 141; 110; 410
1; 17; 799; 127; 71; 1260
1; 18; 414; 625; 41; 971
1; 19; 348; 842; 15; 589
1; 20; 445; 373; 20; 831
1; 21; 239; 54; 55; 1219
1; 22; 253; 189; 16; 372
1; 23; 304; 860; 48; 1192
1; 24; 720; 116; 130; 727
1; 25; 352; 939; 98; 113
1; 26; 811; 616; 41; 831
1; 27; 728; 671; 11; 1307
1; 28; 120; 240; 8; 685
1; 29; 627; 350; 61; 848
1; 30; 594; 533; 127; 294
1; 31; 795; 531; 142; 216
1; 32; 6; 515; 24; 569
1; 33; 97; 661; 103; 1111
1; 34; 108; 936; 81; 458
1; 35; 710; 216; 5; 203
1; 36; 781; 720; 141; 610
1; 37; 865; 827; 36; 944
1; 38; 125; 384; 17; 933
1; 39; 476; 46; 126; 1408
1; 40; 467; 520; 34; 1179
1; 41; 210; 258; 111; 488
1; 42; 518; 718; 34; 289
1; 43; 767; 689; 68; 1222
1; 44; 825; 918; 28; 529
1; 45; 34; 727; 90; 244
1; 46; 540; 396; 135; 543
1; 47; 48; 865; 61; 805
1; 48; 64; 876; 37; 863
1; 49; 245; 710; 15; 182
1; 50; 710; 747; 137; 897
1; 51; 447; 715; 93; 1249
1; 52; 129; 164; 79; 435
1; 53; 525; 289; 58; 97
1; 54; 800; 89; 20; 1297
1; 55; 846; 38; 143; 670
1; 56; 936; 321; 119; 508
1; 57; 247; 788; 109; 1237
1; 58; 35; 235; 62; 1362
1; 59; 989; 784; 84; 291
1; 60; 519; 615; 95; 601
1; 61; 661; 825; 119; 343
1; 62; 903; 698; 148; 259
1; 63; 4; 503; 29; 731
1; 64; 391; 107; 74; 717
1; 65; 121; 454; 6; 14
1; 66; 703; 832; 132; 277
1; 67; 654; 977; 67; 784
1; 68; 289; 465; 97; 200
1; 69; 879; 317; 66; 656
1; 70; 762; 29; 39; 623
1; 71; 903; 657; 111; 545
1; 72; 466; 621; 7; 1306
1; 73; 955; 930; 144; 691
1; 74; 221; 312; 43; 1215
1; 75; 232; 444; 91; 876
1; 76; 152; 856; 70; 543
1; 77; 439; 914; 49; 903
1; 78; 835; 921; 93; 1275
1; 79; 86; 719; 50; 1140
1; 80; 623; 669; 55; 173
1; 81; 311; 431; 142; 742
1; 82; 699; 971; 89; 387
1; 83; 836; 891; 107; 834
1; 84; 328; 177; 60; 143
1; 85; 176; 489; 141; 212
1; 86; 711; 904; 126; 805
1; 87; 790; 522; 64; 1098
1; 88; 884; 813; 141; 940
1; 89; 179; 784; 137; 483
1; 90; 561; 581; 65; 367
1; 91; 732; 332; 104; 1135
1; 92; 847; 377; 62; 654
1; 93; 819; 150; 27; 1343
1; 94; 836; 720; 149; 265
1; 95; 759; 956; 40; 992
1; 96; 48; 14; 94; 108
1; 97; 150; 101; 95; 711
1; 98; 731; 501; 45; 326
1; 99; 57; 510; 78; 639
1; 100; 173; 137; 119; 844
