scenario; id; x; y; arrival; demand
1; 1; 220; 676; 125; 345
1; 2; 768; 592; 67; 1285
1; 3; 144; 786; 40; 953
1; 4; 325; 238; 143; 1262
1; 5; 312; 611; 96; 1232
1; 6; 63; 896; 77; 975
1; 7; 703; 219; 143; 319
1; 8; 600; 249; 79; 1396
1; 9; 797; 965; 66; 1371
1; 10; 779; 947; 148; 913
1; 11; 148; 580; 10; 1078
1; 12; 992; 761; 67; 610
1; 13; 588; 542; 95; 124
1; 14; 779; 469; 125; 1015
1; 15; 753; 715; 140; 1309
1; 16; 27; 701; 106; 886
1; 17; 585; 693; 106; 377
1; 18; 472; 815; 49; 823
1; 19; 446; 953; 137; 1229
1; 20; 822; 120; 4; 1006
1; 21; 846; 459; 96; 1368
1; 22; 752; 216; 7; 970
1; 23; 299; 193; 53; 423
1; 24; 263; 435; 65; 1184
1; 25; 621; 493; 102; 630
1; 26; 515; 876; 73; 370
1; 27; 9; 937; 23; 81
1; 28; 742; 441; 7; 1034
1; 29; 698; 243; 62; 863
1; 30; 334; 992; 123; 536
1; 31; 83; 894; 36; 916
1; 32; 193; 277; 9; 991
1; 33; 67; 568; 148; 498
1; 34; 52; 854; 32; 452
1; 35; 401; 190; 41; 906
1; 36; 194; 287; 24; 819
1; 37; 937; 582; 146; 1407
1; 38; 272; 182; 133; 820
1; 39; 236; 530; 115; 310
1; 40; 311; 333; 96; 1429
1; 41; 520; 597; 76; 904
1; 42; 14; 833; 51; 1218
1; 43; 983; 535; 45; 651
1; 44; 870; 269; 147; 765
1; 45; 781; 332; 41; 864
1; 46; 501; 247; 123; 389
1; 47; 861; 661; 132; 1162
1; 48; 740; 562; 14; 65
1; 49; 577; 435; 105; 278
1; 50; 926; 59; 73; 219
1; 51; 939; 646; 17; 857
1; 52; 83; 951; 23; 1302
1; 53; 586; 599; 67; 589
1; 54; 793; 155; 114; 852
1; 55; 916; 673; 57; 1003
1; 56; 380; 58; 54; 519
1; 57; 844; 381; 13; 513
1; 58; 592; 490; 70; 924
1; 59; 429; 740; 31; 1405
1; 60; 555; 182; 79; 448
1; 61; 495; 415; 0; 168
1; 62; 789; 425; 7; 728
1; 63; 382; 45; 14; 231
1; 64; 642; 81; 62; 1188
1; 65; 966; 366; 40; 501
1; 66; 489; 659; 135; 1244
1; 67; 336; 992; 23; 508
1; 68; 602; 805; 127; 550
1; 69; 105; 663; 42; 940
1; 70; 549; 933; 58; 682
1; 71; 231; 496; 128; 1045
1; 72; 544; 217; 36; 464
1; 73; 309; 539; 140; 454
1; 74; 4; 868; 56; 1052
1; 75; 17; 275; 15; 1102
1; 76; 610; 459; 138; 844
1; 77; 633; 832; 34; 1430
1; 78; 650; 210; 7; 514
1; 79; 420; 308; 21; 170
1; 80; 199; 957; 61; 797
1; 81; 190; 710; 50; 286
1; 82; 578; 238; 143; 1120
1; 83; 915; 572; 147; 381
1; 84; 751; 339; 145; 751
1; 85; 614; 685; 69; 892
1; 86; 98; 856; 9; 980
1; 87; 645; 165; 26; 665
1; 88; 441; 973; 15; 1434
1; 89; 746; 3; 133; 625
1; 90; 133; 253; 86; 502
1; 91; 812; 668; 132; 1063
1; 92; 568; 562; 4; 964
1; 93; 812; 964; 9; 833
1; 94; 16; 709; 61; 611
1; 95; 361; 31; 112; 1123
1; 96; 56; 960; 149; 419
1; 97; 342; 506; 123; 623
1; 98; 907; 284; 37; 76
1; 99; 57; 378; 90; 199
1; 100; 262; 66; 21; 179
