scenario; id; x; y; arrival; demand
1; 1; 123; 3; 30; 298
1; 2; 873; 937; 130; 199
1; 3; 293; 249; 43; 72
1; 4; 946; 75; 125; 431
1; 5; 776; 330; 85; 388
1; 6; 448; 197; 62; 261
1; 7; 247; 337; 64; 1131
1; 8; 630; 807; 106; 1297
1; 9; 343; 666; 65; 1290
1; 10; 142; 75; 123; 554
1; 11; 12; 29; 30; 1183
1; 12; 157; 556; 23; 885
1; 13; 6; 952; 76; 826
1; 14; 938; 211; 116; 846
1; 15; 309; 682; 146; 915
1; 16; 296; 644; 35; 190
1; 17; 658; 3; 53; 715
1; 18; 846; 955; 50; 185
1; 19; 627; 963; 2; 1019
1; 20; 784; 987; 66; 243
1; 21; 251; 290; 33; 1408
1; 22; 999; 790; 142; 223
1; 23; 836; 262; 10; 1109
1; 24; 714; 278; 116; 1221
1; 25; 899; 850; 119; 337
1; 26; 643; 968; 76; 825
1; 27; 46; 488; 120; 1241
1; 28; 249; 711; 147; 177
1; 29; 476; 796; 28; 100
1; 30; 236; 662; 89; 583
1; 31; 479; 487; 16; 1404
1; 32; 606; 91; 106; 300
1; 33; 346; 870; 133; 338
1; 34; 590; 384; 58; 367
1; 35; 594; 986; 97; 1242
1; 36; 235; 727; 18; 902
1; 37; 464; 540; 88; 146
1; 38; 883; 223; 131; 150
1; 39; 156; 714; 112; 457
1; 40; 752; 162; 131; 489
1; 41; 235; 671; 74; 546
1; 42; 866; 593; 128; 186
1; 43; 333; 199; 53; 894
1; 44; 688; 241; 39; 402
1; 45; 681; 415; 23; 429
1; 46; 452; 268; 11; 1109
1; 47; 501; 183; 93; 221
1; 48; 613; 42; 76; 1426
1; 49; 956; 432; 6; 516
1; 50; 964; 902; 106; 1166
1; 51; 719; 302; 134; 227
1; 52; 992; 432; 44; 457
1; 53; 43; 947; 27; 1232
1; 54; 964; 793; 16; 1198
1; 55; 484; 558; 71; 329
1; 56; 870; 742; 142; 1384
1; 57; 129; 545; 97; 1037
1; 58; 780; 796; 97; 912
1; 59; 540; 106; 50; 1003
1; 60; 781; 414; 75; 1187
1; 61; 302; 892; 61; 926
1; 62; 275; 137; 48; 1160
1; 63; 737; 766; 36; 948
1; 64; 504; 960; 109; 598
1; 65; 395; 385; 31; 214
1; 66; 268; 564; 78; 977
1; 67; 504; 115; 76; 1334
1; 68; 740; 723; 58; 58
1; 69; 59; 420; 47; 1150
1; 70; 18; 317; 107; 644
1; 71; 721; 51; 71; 359
1; 72; 22; 599; 2; 1202
1; 73; 749; 76; 54; 264
1; 74; 687; 633; 14; 531
1; 75; 59; 210; 126; 1022
1; 76; 16; 170; 72; 1387
1; 77; 442; 786; 14; 538
1; 78; 129; 283; 37; 911
1; 79; 731; 659; 85; 1144
1; 80; 719; 571; 69; 396
1; 81; 653; 596; 41; 944
1; 82; 148; 237; 76; 1197
1; 83; 928; 994; 13; 979
1; 84; 747; 198; 131; 1224
1; 85; 890; 330; 123; 609
1; 86; 129; 307; 133; 606
1; 87; 374; 433; 96; 785
1; 88; 131; 871; 5; 1256
1; 89; 479; 146; 84; 552
1; 90; 874; 384; 35; 107
1; 91; 545; 249; 50; 1026
1; 92; 308; 413; 112; 775
1; 93; 950; 642; 85; 266
1; 94; 349; 854; 68; 404
1; 95; 596; 759; 23; 474
1; 96; 685; 948; 19; 1306
1; 97; 104; 133; 29; 82
1; 98; 94; 966; 131; 908
1; 99; 269; 758; 99; 1201
1; 100; 745; 423; 5; 1080
