scenario; id; x; y; arrival; demand
1; 1; 503; 515; 29; 256
1; 2; 382; 264; 102; 682
1; 3; 526; 27; 105; 1094
1; 4; 952; 386; 22; 1163
1; 5; 786; 549; 79; 677
1; 6; 890; 603; 86; 217
1; 7; 827; 585; 148; 1127
1; 8; 817; 31; 76; 825
1; 9; 563; 214; 33; 839
1; 10; 722; 511; 41; 760
1; 11; 142; 733; 103; 1069
1; 12; 380; 704; 15; 427
1; 13; 110; 681; 108; 566
1; 14; 433; 40; 109; 450
1; 15; 562; 938; 54; 156
1; 16; 526; 712; 145; 1126
1; 17; 177; 341; 58; 1266
1; 18; 20; 197; 77; 234
1; 19; 462; 332; 37; 1377
1; 20; 57; 405; 7; 683
1; 21; 258; 539; 143; 772
1; 22; 281; 965; 57; 230
1; 23; 117; 412; 124; 260
1; 24; 459; 299; 116; 668
1; 25; 851; 846; 122; 575
1; 26; 615; 49; 11; 956
1; 27; 231; 796; 23; 403
1; 28; 444; 250; 138; 523
1; 29; 359; 935; 115; 191
1; 30; 387; 437; 48; 608
1; 31; 424; 894; 125; 618
1; 32; 989; 286; 45; 1158
1; 33; 257; 332; 11; 370
1; 34; 104; 202; 31; 552
1; 35; 686; 630; 43; 453
1; 36; 648; 844; 117; 1059
1; 37; 125; 273; 63; 843
1; 38; 680; 348; 29; 842
1; 39; 814; 705; 89; 1384
1; 40; 905; 527; 64; 1379
1; 41; 308; 897; 99; 889
1; 42; 29; 26; 16; 1214
1; 43; 985; 662; 118; 227
1; 44; 579; 203; 133; 1053
1; 45; 559; 221; 24; 682
1; 46; 675; 702; 136; 1407
1; 47; 915; 750; 13; 1089
1; 48; 492; 948; 83; 550
1; 49; 847; 208; 56; 1106
1; 50; 306; 267; 14; 1298
1; 51; 470; 358; 67; 316
1; 52; 304; 656; 13; 659
1; 53; 898; 734; 106; 784
1; 54; 12; 113; 80; 1044
1; 55; 104; 613; 73; 333
1; 56; 979; 377; 69; 1280
1; 57; 631; 753; 83; 83
1; 58; 520; 194; 47; 1292
1; 59; 871; 958; 70; 328
1; 60; 18; 401; 17; 231
1; 61; 613; 580; 56; 916
1; 62; 594; 868; 20; 1303
1; 63; 649; 134; 25; 806
1; 64; 891; 650; 17; 613
1; 65; 654; 525; 51; 620
1; 66; 392; 34; 70; 536
1; 67; 187; 121; 65; 154
1; 68; 971; 865; 10; 1100
1; 69; 775; 109; 144; 779
1; 70; 534; 474; 114; 854
1; 71; 423; 875; 27; 661
1; 72; 627; 222; 74; 636
1; 73; 839; 39; 83; 287
1; 74; 530; 890; 106; 832
1; 75; 12; 895; 38; 912
1; 76; 321; 684; 77; 924
1; 77; 460; 972; 87; 1029
1; 78; 581; 526; 144; 1278
1; 79; 295; 258; 69; 122
1; 80; 443; 312; 56; 1012
1; 81; 593; 926; 126; 358
1; 82; 733; 981; 96; 944
1; 83; 61; 9; 27; 408
1; 84; 522; 240; 2; 761
1; 85; 180; 292; 51; 1431
1; 86; 973; 677; 17; 592
1; 87; 465; 261; 89; 501
1; 88; 7; 719; 30; 986
1; 89; 825; 581; 27; 873
1; 90; 497; 193; 75; 879
1; 91; 822; 348; 53; 547
1; 92; 468; 227; 124; 639
1; 93; 277; 406; 0; 952
1; 94; 601; 930; 98; 357
1; 95; 549; 294; 27; 598
1; 96; 59; 577; 20; 91
1; 97; 224; 84; 120; 775
1; 98; 219; 177; 95; 950
1; 99; 664; 600; 118; 135
1; 100; 723; 617; 54; 598
