scenario; id; x; y; arrival; demand
1; 1; 2; 310; 119; 150
1; 2; 437; 992; 36; 164
1; 3; 8; 750; 83; 140
1; 4; 37; 632; 44; 1165
1; 5; 10; 811; 55; 518
1; 6; 207; 553; 24; 1056
1; 7; 907; 802; 114; 799
1; 8; 439; 514; 87; 712
1; 9; 448; 67; 63; 719
1; 10; 560; 253; 20; 1063
1; 11; 956; 368; 76; 588
1; 12; 322; 437; 49; 244
1; 13; 896; 417; 141; 1419
1; 14; 435; 888; 21; 978
1; 15; 107; 920; 92; 165
1; 16; 552; 189; 63; 718
1; 17; 603; 198; 67; 1028
1; 18; 988; 546; 43; 1099
1; 19; 688; 811; 16; 331
1; 20; 638; 4; 117; 703
1; 21; 122; 46; 81; 121
1; 22; 120; 27; 14; 1037
1; 23; 205; 729; 92; 248
1; 24; 188; 150; 85; 1302
1; 25; 673; 45; 47; 201
1; 26; 252; 388; 136; 1416
1; 27; 717; 622; 73; 1167
1; 28; 196; 661; 129; 910
1; 29; 842; 890; 147; 486
1; 30; 311; 343; 44; 440
1; 31; 925; 238; 72; 907
1; 32; 457; 515; 27; 72
1; 33; 782; 977; 44; 736
1; 34; 813; 535; 1; 453
1; 35; 723; 323; 64; 1199
1; 36; 458; 959; 43; 1220
1; 37; 527; 452; 133; 563
1; 38; 541; 121; 49; 1152
1; 39; 730; 381; 76; 825
1; 40; 507; 154; 98; 1103
1; 41; 415; 680; 47; 981
1; 42; 475; 788; 86; 276
1; 43; 247; 706; 88; 1427
1; 44; 702; 331; 79; 1144
1; 45; 146; 727; 140; 478
1; 46; 441; 842; 52; 1265
1; 47; 369; 11; 108; 1054
1; 48; 843; 373; 130; 666
1; 49; 2; 564; 70; 911
1; 50; 587; 40; 58; 595
1; 51; 205; 787; 14; 1333
1; 52; 665; 999; 109; 411
1; 53; 390; 43; 82; 326
1; 54; 903; 239; 34; 1435
1; 55; 604; 432; 27; 235
1; 56; 524; 856; 64; 1043
1; 57; 948; 608; 54; 1333
1; 58; 835; 732; 86; 377
1; 59; 525; 564; 4; 492
1; 60; 233; 623; 130; 394
1; 61; 370; 132; 4; 1333
1; 62; 679; 164; 5; 496
1; 63; 679; 410; 20; 790
1; 64; 501; 224; 99; 1412
1; 65; 802; 710; 104; 1419
1; 66; 160; 964; 128; 1351
1; 67; 101; 600; 132; 572
1; 68; 985; 69; 23; 1234
1; 69; 768; 678; 27; 797
1; 70; 274; 421; 87; 516
1; 71; 320; 789; 12; 110
1; 72; 683; 802; 91; 140
1; 73; 67; 987; 138; 555
1; 74; 33; 832; 131; 423
1; 75; 232; 427; 50; 1015
1; 76; 970; 19; 73; 956
1; 77; 574; 217; 68; 781
1; 78; 200; 534; 91; 640
1; 79; 119; 545; 43; 215
1; 80; 79; 969; 18; 1276
1; 81; 498; 549; 7; 898
1; 82; 768; 808; 26; 540
1; 83; 652; 117; 43; 947
1; 84; 441; 731; 57; 1137
1; 85; 763; 801; 22; 1411
1; 86; 258; 978; 96; 666
1; 87; 163; 583; 110; 234
1; 88; 773; 787; 82; 251
1; 89; 307; 762; 34; 158
1; 90; 135; 630; 48; 450
1; 91; 626; 50; 34; 1305
1; 92; 68; 591; 149; 898
1; 93; 569; 601; 96; 698
1; 94; 873; 592; 11; 484
1; 95; 900; 512; 79; 176
1; 96; 69; 851; 64; 1320
1; 97; 884; 611; 44; 671
1; 98; 127; 441; 99; 472
1; 99; 495; 6; 41; 792
1; 100; 538; 882; 53; 1232
