scenario; id; x; y; arrival; demand
1; 1; 877; 324; 34; 513
1; 2; 750; 527; 149; 908
1; 3; 609; 144; 114; 1353
1; 4; 812; 979; 134; 721
1; 5; 583; 600; 9; 542
1; 6; 753; 891; 121; 998
1; 7; 253; 929; 146; 721
1; 8; 661; 858; 91; 321
1; 9; 920; 768; 37; 1185
1; 10; 472; 219; 91; 1062
1; 11; 951; 92; 95; 1310
1; 12; 474; 962; 26; 261
1; 13; 826; 413; 94; 319
1; 14; 979; 35; 79; 767
1; 15; 848; 978; 117; 540
1; 16; 838; 508; 129; 1020
1; 17; 968; 806; 149; 1208
1; 18; 829; 276; 38; 1304
1; 19; 819; 864; 137; 1213
1; 20; 318; 491; 133; 241
1; 21; 120; 748; 61; 196
1; 22; 18; 977; 46; 1283
1; 23; 478; 228; 63; 991
1; 24; 506; 308; 118; 297
1; 25; 119; 323; 27; 903
1; 26; 953; 978; 103; 1389
1; 27; 271; 475; 104; 362
1; 28; 32; 819; 131; 699
1; 29; 468; 468; 110; 1394
1; 30; 270; 778; 15; 1335
1; 31; 279; 75; 27; 391
1; 32; 363; 37; 16; 1414
1; 33; 83; 675; 84; 1315
1; 34; 156; 399; 14; 71
1; 35; 886; 633; 124; 971
1; 36; 194; 330; 67; 403
1; 37; 910; 682; 105; 1149
1; 38; 652; 241; 85; 1421
1; 39; 806; 760; 10; 202
1; 40; 403; 430; 35; 480
1; 41; 585; 467; 34; 258
1; 42; 200; 686; 100; 1335
1; 43; 199; 102; 78; 415
1; 44; 917; 136; 52; 1105
1; 45; 578; 725; 89; 226
1; 46; 595; 605; 19; 627
1; 47; 721; 774; 64; 966
1; 48; 706; 283; 26; 407
1; 49; 801; 330; 144; 1255
1; 50; 258; 462; 81; 269
1; 51; 720; 308; 74; 1017
1; 52; 508; 411; 47; 1338
1; 53; 314; 896; 49; 312
1; 54; 533; 962; 89; 1182
1; 55; 821; 286; 136; 594
1; 56; 662; 173; 143; 921
1; 57; 988; 571; 88; 821
1; 58; 891; 413; 60; 1277
1; 59; 92; 743; 125; 738
1; 60; 413; 415; 86; 1101
1; 61; 347; 369; 32; 38
1; 62; 928; 143; 129; 658
1; 63; 54; 807; 137; 1315
1; 64; 421; 447; 84; 1301
1; 65; 416; 759; 88; 1126
1; 66; 183; 186; 146; 695
1; 67; 524; 922; 63; 688
1; 68; 12; 251; 52; 687
1; 69; 536; 454; 8; 1404
1; 70; 31; 830; 145; 1399
1; 71; 112; 136; 37; 386
1; 72; 685; 919; 131; 1334
1; 73; 908; 609; 89; 694
1; 74; 119; 266; 49; 249
1; 75; 515; 577; 122; 648
1; 76; 980; 881; 85; 380
1; 77; 325; 436; 44; 133
1; 78; 602; 233; 30; 56
1; 79; 834; 517; 131; 1439
1; 80; 458; 805; 92; 704
1; 81; 651; 201; 142; 402
1; 82; 635; 555; 72; 795
1; 83; 322; 13; 141; 767
1; 84; 779; 518; 110; 429
1; 85; 955; 82; 14; 1006
1; 86; 313; 195; 28; 1396
1; 87; 855; 711; 31; 1233
1; 88; 904; 551; 116; 189
1; 89; 864; 405; 22; 947
1; 90; 943; 636; 118; 992
1; 91; 188; 743; 39; 1236
1; 92; 343; 70; 19; 144
1; 93; 317; 932; 132; 1129
1; 94; 859; 73; 40; 259
1; 95; 10; 911; 65; 543
1; 96; 542; 45; 20; 942
1; 97; 8; 983; 99; 904
1; 98; 213; 550; 51; 807
1; 99; 502; 617; 103; 117
1; 100; 916; 584; 119; 823
