scenario; id; x; y; arrival; demand
2; 1; 593; 250; 50; 23
2; 2; 460; 614; 65; 64
2; 3; 519; 370; 50; 53
2; 4; 652; 879; 25; 82
2; 5; 369; 485; 35; 47
2; 6; 332; 67; 75; 73
2; 7; 370; 782; 15; 71
2; 8; 581; 285; 20; 99
2; 9; 933; 310; 105; 69
2; 10; 973; 322; 105; 28
2; 11; 666; 122; 60; 27
2; 12; 275; 959; 50; 30
2; 13; 341; 132; 15; 80
2; 14; 706; 893; 25; 31
2; 15; 950; 247; 25; 55
2; 16; 27; 924; 55; 40
2; 17; 461; 367; 80; 68
2; 18; 647; 350; 60; 59
2; 19; 28; 276; 95; 78
2; 20; 715; 749; 20; 90
2; 21; 333; 293; 120; 70
2; 22; 881; 710; 110; 54
2; 23; 772; 970; 70; 63
2; 24; 672; 664; 50; 98
2; 25; 681; 422; 65; 115
2; 26; 936; 679; 65; 28
2; 27; 307; 113; 45; 105
2; 28; 717; 693; 50; 23
2; 29; 546; 675; 30; 27
2; 30; 648; 825; 120; 117
2; 31; 982; 612; 100; 80
2; 32; 680; 308; 95; 37
2; 33; 533; 988; 35; 72
2; 34; 649; 39; 40; 25
2; 35; 134; 357; 120; 64
2; 36; 973; 659; 60; 52
2; 37; 333; 932; 30; 59
2; 38; 691; 329; 100; 94
2; 39; 334; 261; 45; 21
2; 40; 229; 295; 95; 47
2; 41; 645; 47; 70; 23
2; 42; 479; 658; 80; 59
2; 43; 676; 710; 60; 61
2; 44; 343; 605; 40; 75
2; 45; 143; 994; 120; 31
2; 46; 685; 359; 35; 24
2; 47; 749; 843; 90; 86
2; 48; 594; 797; 25; 62
2; 49; 170; 655; 80; 86
2; 50; 623; 700; 20; 108
