scenario; id; x; y; arrival; demand
4; 1; 593; 250; 120; 75
4; 2; 460; 614; 120; 91
4; 3; 519; 370; 85; 42
4; 4; 652; 879; 120; 21
4; 5; 369; 485; 30; 63
4; 6; 332; 67; 95; 40
4; 7; 370; 782; 105; 118
4; 8; 581; 285; 20; 80
4; 9; 933; 310; 0; 59
4; 10; 973; 322; 5; 116
4; 11; 666; 122; 50; 115
4; 12; 275; 959; 95; 107
4; 13; 341; 132; 20; 27
4; 14; 706; 893; 75; 37
4; 15; 950; 247; 90; 61
4; 16; 27; 924; 65; 114
4; 17; 461; 367; 65; 31
4; 18; 647; 350; 15; 75
4; 19; 28; 276; 65; 84
4; 20; 715; 749; 50; 85
4; 21; 333; 293; 45; 82
4; 22; 881; 710; 95; 38
4; 23; 772; 970; 45; 70
4; 24; 672; 664; 85; 45
4; 25; 681; 422; 65; 82
4; 26; 936; 679; 110; 56
4; 27; 307; 113; 75; 39
4; 28; 717; 693; 60; 38
4; 29; 546; 675; 110; 63
4; 30; 648; 825; 100; 62
4; 31; 982; 612; 110; 60
4; 32; 680; 308; 40; 77
4; 33; 533; 988; 105; 106
4; 34; 649; 39; 70; 28
4; 35; 134; 357; 70; 45
4; 36; 973; 659; 90; 109
4; 37; 333; 932; 60; 80
4; 38; 691; 329; 5; 74
4; 39; 334; 261; 15; 81
4; 40; 229; 295; 45; 97
4; 41; 645; 47; 5; 31
4; 42; 479; 658; 85; 71
4; 43; 676; 710; 70; 104
4; 44; 343; 605; 60; 101
4; 45; 143; 994; 60; 113
4; 46; 685; 359; 80; 35
4; 47; 749; 843; 45; 107
4; 48; 594; 797; 40; 39
4; 49; 170; 655; 55; 59
4; 50; 623; 700; 75; 64
